Cust_Id,Age,MonthlyIncome_EUR,MinBal_EUR,MaxBal_EUR,Age_with_Bank
172430,66,5085,6881,72788,17
172431,59,3927,11526,67586,19
172432,66,4594,8913,56417,19
172433,64,3693,6276,51162,19
172434,62,3793,5352,83174,21
172435,65,3771,9315,71932,19
172436,64,2916,5083,85155,18
172437,65,3842,7964,51472,19
172438,61,3575,9759,33880,16
172439,63,3075,7480,50101,18
172441,64,4903,8467,66103,22
172442,62,3211,7822,41978,22
172443,65,3907,6517,52802,16
172444,63,4393,7168,44518,19
172445,60,3702,10399,52849,20
172446,64,2783,9061,59684,20
172447,66,3360,9585,70671,19
172448,61,3459,5526,64146,22
172449,62,4204,5245,46540,21
172450,62,3875,8389,15463,21
172451,59,3922,9838,69430,21
172452,63,4328,11426,105395,24
172454,64,3719,9190,65611,21
172459,60,3763,4547,85427,20
172460,63,4568,5824,28536,22
172461,65,3448,7150,40922,18
172462,63,3023,6495,58811,21
172463,65,3928,6806,71317,23
172464,65,3917,6152,18777,20
172466,65,3978,8577,50468,17
172468,63,3578,7444,67517,18
172469,53,2961,5461,59506,20
172474,64,3170,8640,36794,20
172475,62,4134,6215,36011,20
172477,58,2894,6333,75842,20
172478,61,3914,5439,36281,20
172481,62,4013,9994,51985,17
172482,63,4050,7762,85777,26
172483,60,3161,11229,42749,21
172484,60,3358,6120,88118,19
172486,60,3992,10121,46186,20
172487,66,3923,8060,34659,19
172488,65,3380,4830,49218,19
172489,64,2470,6661,80088,20
172490,60,3510,9209,40707,18
172494,58,3261,9190,90861,19
172495,63,2817,4520,70102,19
172499,58,4050,9685,76600,20
172501,59,2848,10131,42048,18
172502,64,4215,6285,49959,22
172503,65,4205,7819,62782,19
172506,66,4085,10429,54684,18
172508,60,3691,5636,72597,17
172510,66,3311,11174,58406,17
172512,57,3594,7091,63064,22
172513,64,5167,6493,45637,21
172514,65,3370,8282,39632,18
172515,62,4122,5808,64809,21
172517,61,4991,7800,94358,17
172518,63,4470,6076,42920,21
172519,59,4181,9076,82055,18
172520,61,3117,6582,62585,18
172521,61,3404,5237,55881,19
172523,61,3124,6166,58181,18
172525,63,4032,5776,90588,20
172527,66,3620,7000,49043,20
172528,64,3741,5816,59315,20
172529,63,3820,8370,46209,21
172530,64,3349,8516,50510,19
172531,66,3579,8033,57479,25
172532,62,3612,6729,65219,22
172533,61,4140,10682,43019,17
172534,60,4249,7606,67302,21
172535,65,3651,2424,49266,23
172537,60,4338,9759,45064,16
172541,63,4273,7002,56817,23
172545,64,3640,7496,65090,23
172546,59,2787,7769,7980,20
172549,66,2819,7879,74852,17
172550,64,3508,11357,46465,23
172551,65,4379,9515,37379,19
172552,62,3775,12881,43578,22
172553,66,4697,7359,42656,19
172554,64,4096,5546,58220,15
172555,63,3962,13613,42111,20
172556,66,3921,9294,72255,18
172558,62,4056,10636,91977,15
172559,62,3790,7560,60402,21
172560,64,3602,9702,44802,16
172563,56,3231,8893,79530,18
172566,65,3612,9011,45865,20
172567,66,4053,6863,70844,21
172568,61,4008,9403,75159,22
172571,62,2668,6482,86136,21
172572,65,3818,6942,36649,19
172574,62,3682,9033,77283,15
172575,60,3242,6810,82916,18
172576,60,3637,7558,65385,18
172577,65,3929,13981,47945,16
172578,62,5097,8485,66119,18
172579,64,3681,4164,34323,21
172580,60,4514,10004,33418,18
172581,60,3884,11433,30277,18
172582,63,4075,5603,74881,20
172583,60,3777,9244,69930,17
172585,64,3795,6407,80138,18
172586,60,4132,5368,72400,18
172587,63,3631,3922,56290,18
172589,59,4027,10433,73548,17
172592,64,3402,6793,59077,16
172593,62,4092,6628,47864,17
172595,61,3582,2781,37408,21
172596,61,3972,7182,60374,20
172597,65,3218,7969,39762,20
172598,53,4364,8996,21635,22
172602,56,4489,4727,67938,18
172604,65,4309,5922,68869,21
172605,62,4448,6128,34434,20
172606,62,4258,6279,51900,19
172610,66,4437,8295,45823,20
172613,66,3101,9306,52551,21
172614,64,3420,10456,83443,23
172616,60,2688,6135,51534,19
172617,64,3703,10467,61978,17
172618,62,4718,11493,28792,21
172620,62,3796,11589,52232,24
172622,62,4619,9896,53181,21
172623,64,2998,10277,51410,21
172624,65,3485,2920,57195,21
172625,57,3622,8207,59184,16
172627,60,3806,8543,77781,19
172628,59,4242,9336,63778,18
172632,66,3522,8557,36523,20
172633,63,3995,10958,64886,23
172634,66,3702,8977,49727,18
172635,65,3394,8487,32710,19
172636,65,4367,4265,73646,18
172638,63,4075,10697,68207,24
172639,62,3454,4384,65708,21
172640,65,2793,8131,34539,14
172643,59,3183,6466,26710,19
172644,66,4516,6558,33870,15
172645,66,3798,5573,41181,18
172646,66,3967,7659,64578,18
172647,60,5246,4268,64733,23
172648,60,3636,7509,74457,18
172649,66,4161,9834,61323,20
172650,63,3827,9473,56226,21
172651,58,4024,5196,58683,17
172652,57,3452,6863,49454,19
172655,53,4286,10973,43303,18
172656,62,3332,6304,53732,21
172657,63,3939,6058,88345,18
172660,66,3681,6684,58062,16
172662,62,3884,10599,60853,21
172663,64,3337,10232,62177,20
172665,66,3529,4617,48276,19
172666,65,5086,5452,35350,19
172667,62,3680,5558,57319,17
172668,62,4105,8914,78764,21
172671,57,3005,12409,85698,19
172672,64,4250,5845,39162,17
172673,65,3832,5694,86134,19
172676,65,3467,9104,47473,19
172677,62,4135,4179,35570,22
172681,63,3996,8812,65501,19
172682,63,4303,11279,78234,21
172684,63,4104,5056,64334,21
172686,62,3646,12977,62597,19
172687,58,4582,4369,48594,19
172690,61,3183,7902,54380,16
172691,58,4857,4323,57820,21
172692,64,3553,6437,73877,24
172693,64,3742,8364,32803,18
172694,58,4266,7895,13992,20
172696,64,2411,8320,46528,17
172697,59,3987,8579,80696,19
172698,65,3562,9827,55797,23
172699,63,3576,7765,90317,20
172701,58,3846,7873,52065,22
172703,57,3478,7984,40286,22
172704,65,3588,6629,71389,18
172706,64,3766,7327,42696,20
172707,61,3799,11210,76748,20
172708,66,4066,5290,65549,18
172712,64,3981,10085,39312,17
172713,63,5260,8116,64407,20
172714,66,3720,10705,31895,21
172715,63,3586,7015,45143,21
172716,61,4154,8654,73749,20
172717,64,3068,11996,60932,19
172718,65,3124,9021,58631,18
172721,61,3615,10414,63641,16
172722,60,3328,8058,42476,21
172723,64,4181,7095,44894,16
172724,63,3365,9610,51756,15
172726,61,3351,10606,81835,22
172727,61,4720,7958,37848,18
172731,64,2964,5428,56458,18
172733,64,4245,8823,68206,22
172735,65,3638,7369,43917,16
172736,53,2862,7768,30337,22
172737,65,4125,8519,70910,19
172738,63,3861,9105,37783,23
172739,63,5225,6598,55087,20
172740,58,4071,12687,68358,18
172742,62,4103,9088,61266,16
172743,62,2539,7923,56608,19
172748,62,2269,7575,74890,20
172749,66,3842,9627,55274,22
172750,66,3597,7206,32404,23
172753,59,3832,9443,83387,19
172755,59,4368,8747,28086,18
172756,59,4342,10540,75555,22
172757,64,3811,9716,86776,20
172758,64,2995,8890,69814,18
172759,63,4404,6309,44746,20
172761,65,2858,7846,19267,17
172762,64,3455,6380,70940,19
172763,66,3532,9794,83715,22
172764,56,3666,8735,48458,18
172765,61,3383,8899,58716,20
172766,61,3987,7591,36819,22
172768,62,3593,6134,84432,19
172769,65,3486,4814,62557,20
172770,62,4139,8605,64836,18
172771,61,3248,8208,39976,21
172775,60,4349,5877,82757,21
172776,66,4067,7747,61529,22
172777,66,3511,7808,54865,19
172778,66,3796,8019,39510,20
172779,61,3209,7527,45747,15
172780,64,4027,8943,55413,19
172781,62,3871,14111,31912,17
172782,61,3648,6584,46249,19
172783,63,3890,11002,91756,16
172785,65,3344,6547,66802,19
172786,66,3388,7397,41751,17
172788,65,3830,9047,63719,16
172790,65,2637,9143,48153,21
172792,59,4323,6032,43477,22
172794,65,3724,3558,72123,21
172796,64,3731,10712,81444,23
172798,61,3218,8883,40533,15
172802,64,3573,8124,44095,21
172803,63,3833,8320,50558,19
172804,62,4190,10030,63611,20
172806,61,4322,5525,30802,17
172807,66,3958,8910,73831,19
172808,66,3647,7623,61481,22
172809,56,3571,7690,52020,22
172810,58,3868,11409,89730,20
172811,65,4706,8885,73874,21
172812,66,4263,7106,48274,21
172813,66,3380,9616,49932,23
172814,60,4672,9903,58609,20
172816,65,5134,6502,69708,21
172818,63,2575,9027,59733,20
172819,59,5049,6948,77920,21
172820,55,4186,9472,37434,21
172822,60,3477,4841,38753,22
172823,62,4463,11114,29983,21
172824,62,4006,10450,24827,18
172825,62,4411,8228,41591,20
172826,59,4201,7322,42642,17
172829,63,3173,9211,47575,19
172830,64,4497,5084,34344,18
172831,65,4282,7913,38313,22
172832,63,4279,8406,32678,20
172833,64,3644,8508,42275,20
172834,65,3632,5364,87790,18
172835,61,3908,8124,37745,21
172836,64,3697,9375,96254,19
172838,64,3565,10172,45647,18
172840,60,4534,9951,46617,20
172842,64,4626,5662,84444,21
172843,63,3193,6525,44999,24
172844,64,3565,8288,50692,19
172845,66,3249,3792,52984,20
172846,64,3450,5307,72734,22
172847,62,3789,5729,83139,22
172848,57,3931,9192,37912,23
172849,65,3893,8414,63777,17
172850,62,4706,4571,43178,20
172851,63,4918,4871,62669,20
172853,65,4357,8312,67018,17
172855,60,4120,9528,65543,17
172856,66,3636,11779,72700,18
172857,66,3853,11890,45705,17
172859,66,4439,5434,74515,22
172860,65,3144,8471,49333,20
172862,64,4666,10919,72209,21
172863,63,4021,8635,54868,19
172864,63,2568,6553,65829,19
172865,60,3595,6448,73322,20
172866,66,3645,6293,39038,19
172867,65,4262,12145,75588,19
172868,65,3380,13656,37917,16
172869,66,4073,11213,42627,17
172871,64,4964,9596,54287,18
172872,61,4184,9665,34368,21
172873,66,4521,7332,84020,17
172874,65,2970,7804,60081,23
172875,60,2814,8589,57523,24
172877,63,3853,6207,52134,23
172878,64,3780,5707,63633,16
172879,60,3508,9075,21962,21
172880,63,3745,6625,42695,16
172884,63,4872,9079,46780,20
172885,65,3746,9867,58368,16
172886,62,4527,6265,65666,21
172887,63,3224,9333,47579,20
172888,61,4790,8076,89301,19
172889,64,4686,12190,50752,17
172891,61,3422,8909,11963,17
172893,61,3541,6723,50955,19
172894,64,2721,8820,53627,18
172897,66,4557,12205,64974,20
172898,64,4200,9342,60844,21
172900,64,3145,5900,71433,18
172901,65,3698,7733,19858,20
172902,63,3562,6514,63169,19
172904,63,4424,7712,49806,24
172905,65,4134,8407,44783,21
172906,60,3879,7731,69221,21
172907,64,2600,7677,48461,18
172909,60,4243,6943,43102,19
172910,59,4388,9618,44091,16
172912,62,3793,8290,73825,17
172913,62,4044,6520,51428,17
172914,64,3561,4368,49062,20
172917,62,3622,8592,46933,21
172919,63,4427,8760,64728,22
172921,61,3572,8851,48035,18
172923,66,3297,7284,56102,19
172925,58,3493,8474,54065,19
172926,61,3244,10912,50565,21
172927,62,4572,6316,52135,19
172928,65,3276,5925,59504,19
172929,59,4035,14279,38902,23
172930,65,3904,12625,46014,19
172931,58,4407,5944,48813,19
172932,64,3310,11201,68299,22
172933,64,3292,7124,66650,19
172934,64,3707,6766,58481,18
172935,61,4415,7978,29859,22
172936,63,4494,9342,46147,19
172938,66,4075,9043,74529,18
172939,61,3338,9302,46921,21
172940,66,3074,8414,62544,21
172941,57,3616,8412,64819,20
172942,59,3416,9630,47129,21
172945,66,3878,7236,36256,13
172946,60,4129,7104,80422,18
172947,64,2841,8522,67575,19
172949,63,3134,9652,32419,24
172950,62,3928,6639,41874,18
172951,65,3668,8148,57356,19
172952,66,3694,6761,53018,20
172953,65,5156,8540,40793,23
172954,64,4466,10135,56978,19
172956,66,3218,6148,77297,20
172957,60,4495,4678,25900,23
172958,61,4374,5701,74561,23
172959,65,3933,7846,66138,23
172961,63,3618,6227,58940,19
172963,65,4266,13924,30232,16
172964,60,4484,8671,82781,18
172966,64,4348,11622,51097,16
172967,65,3502,6834,61126,20
172968,62,3226,10313,63700,21
172969,65,4425,8486,64277,20
172970,60,3503,3477,65961,22
172971,61,2675,8131,65135,18
172973,65,4413,7471,78023,20
172974,62,3645,6286,30987,19
172975,64,3558,8694,36697,20
172976,65,3255,7162,72998,19
172977,63,4077,6792,59027,17
172978,61,4269,9089,54924,22
172980,61,3222,10473,62364,15
172981,63,3632,8169,79055,20
172982,64,4442,7447,84799,19
172983,66,4364,8416,64124,23
172986,61,3119,10510,49080,19
172988,57,3710,5784,37871,22
172989,63,3533,9298,52155,21
172991,62,3264,9161,36257,19
172993,62,4005,6438,94479,19
172994,60,5298,10111,94346,18
172995,65,3513,9535,61886,18
172996,62,4756,7168,100436,18
172999,60,4175,9978,78737,19
173000,61,4515,10566,47968,22
173001,64,4550,8620,53538,20
173003,62,4076,5736,55043,22
173005,66,2818,8317,66414,21
173007,64,3396,8055,21035,20
173008,58,3306,9024,57978,20
173012,63,3662,5348,54050,20
173014,62,3633,8600,65982,20
173015,60,3711,10410,81731,19
173016,65,3130,5082,42093,20
173017,55,3833,5407,68005,20
173020,64,3719,5401,56834,20
173022,63,3934,7735,58404,18
173023,65,3905,7778,77103,19
173024,60,3358,9760,36453,22
173025,64,3091,7878,30896,18
173026,60,3472,11148,58535,20
173028,64,3592,9697,82299,22
173030,62,3427,9928,56710,22
173031,54,3751,9149,63555,21
173032,58,4787,7289,54504,19
173033,65,3934,8591,78216,20
173034,64,2540,8391,55053,19
173035,64,3753,7761,61606,20
173038,65,3428,6533,65027,18
173040,64,3140,8676,48535,22
173041,59,2690,8303,44092,19
173043,64,3840,9354,54997,17
173044,59,4825,4950,64512,24
173053,65,4485,5127,47998,19
173054,62,3455,6112,60081,19
173055,63,3277,7464,81393,19
173056,64,4296,8539,81795,18
173057,66,3140,6103,46859,17
173059,63,2977,6431,88877,19
173062,65,2369,8821,72844,19
173063,61,3685,7358,37730,20
173064,66,3477,5511,35685,20
173065,64,3391,8434,34052,15
173066,66,4661,8961,66467,20
173067,66,2841,4737,66005,20
173068,62,3058,10974,63677,19
173069,59,4168,8496,58789,16
173070,63,3340,5096,94515,20
173071,66,3335,6975,47952,17
173072,54,3672,9331,39594,20
173073,60,4062,7731,78384,19
173074,63,3753,6159,47685,19
173076,56,4151,8057,51095,18
173077,59,3937,8204,75457,21
173080,63,4869,5856,23467,20
173081,56,4019,10059,49796,12
173083,64,3866,6399,57523,20
173084,64,4134,5992,56734,18
173085,62,4422,10067,53382,19
173087,56,3354,10524,77665,23
173088,65,4315,7315,51859,22
173090,63,3346,7094,68614,19
173092,66,4062,5843,77371,21
173094,62,3825,11722,54873,19
173095,58,2815,12055,47704,20
173096,62,3422,7574,62482,19
173097,61,3763,9775,77477,17
173099,54,4326,11125,61540,20
173101,60,3440,9533,56125,19
173103,66,4303,5876,79682,19
173105,65,3900,9159,78883,20
173106,65,2811,9955,63097,21
173108,65,4521,5260,45599,17
173110,65,4037,9438,74591,21
173111,61,3842,8868,61102,19
173113,65,2988,9256,48903,24
173115,65,3622,12089,45826,21
173116,62,4639,7023,78298,17
173117,65,4759,7270,65839,19
173120,62,4949,7096,35304,24
173121,64,3808,9648,50046,19
173123,64,3048,10024,38204,19
173124,63,4113,7733,33225,21
173127,65,3570,8973,50792,22
173129,65,4028,8655,39600,20
173130,52,3894,7340,69640,22
173131,60,4404,11517,84856,21
173133,61,4015,9920,43120,21
173134,60,4509,9031,73377,21
173136,66,3462,8492,49523,20
173138,60,3293,10410,42463,20
173139,62,4530,6696,34146,22
173140,63,5012,7319,89129,22
173141,64,3373,8725,45004,20
173147,66,3777,8628,51309,18
173148,64,4207,6262,66424,18
173149,64,4235,8550,62288,19
173152,59,4175,5729,68486,18
173153,64,4537,9021,53645,20
173154,64,3681,9548,34871,18
173156,62,3318,5081,57288,17
173158,62,3055,6218,27951,21
173160,64,2938,7796,42592,18
173161,56,4265,6221,85931,19
173162,59,3568,7917,37696,20
173163,62,4309,6692,48379,19
173164,57,4290,5945,46687,16
173165,56,3792,3179,57095,17
173166,56,4856,9696,30622,19
173169,63,4195,9247,54717,16
173170,64,2722,9251,59804,16
173171,65,2679,6479,59212,19
173172,61,4002,13946,63542,20
173175,61,3746,8961,73700,19
173176,58,3666,7311,75142,22
173177,64,3011,5029,49704,21
173178,65,2529,10012,71267,22
173179,62,2660,8736,34321,17
173180,64,3337,7356,35504,22
173181,56,4063,9539,64507,21
173182,64,3307,5812,70088,17
173184,65,4092,9197,53360,21
173186,57,3942,8674,65162,17
173187,65,4220,9597,41119,17
173188,61,3313,5836,41399,19
173189,63,3462,8105,49627,18
173190,60,3811,8248,69338,22
173192,65,3710,7930,68210,20
173194,65,4113,11106,31770,14
173195,62,3982,12865,80609,19
173196,58,3360,10077,47214,18
173198,64,4747,7267,62781,21
173199,65,4165,6979,65390,19
173201,62,4092,8738,27502,18
173202,62,4064,4521,50710,19
173203,62,4260,9102,71574,21
173205,59,4012,9508,63739,21
173206,58,4748,7767,63073,23
173208,60,4106,8128,56102,17
173209,66,3382,10178,65751,24
173210,60,3527,10261,63338,19
173212,58,3889,8370,71669,21
173213,61,4028,9755,91766,23
173214,57,4259,6951,87792,22
173215,64,2872,6103,41214,15
173216,64,4313,9743,50635,25
173217,65,3694,8844,68038,18
173219,65,3630,6415,71252,14
173220,62,3548,5239,48198,22
173222,62,3879,8897,68202,19
173223,66,3572,11173,71886,18
173224,65,4251,5858,53515,19
173226,62,3926,5992,58918,19
173227,60,3310,7657,77631,23
173229,65,3457,8172,68184,15
173230,60,3922,7555,34510,18
173231,56,3524,7969,52965,20
173233,64,4008,6465,38967,16
173235,64,3768,9146,77416,21
173238,63,3992,4908,61737,19
173239,66,3478,8106,57830,19
173240,60,3878,10394,59197,20
173241,64,4504,6805,35225,19
173242,64,4422,11647,46831,19
173243,60,3591,9003,46024,22
173245,64,2954,9382,16957,17
173247,66,4209,6423,42783,24
173248,61,4179,4049,53319,23
173249,66,4497,5918,69729,15
173250,62,4166,10942,17400,19
173252,59,4252,6822,62392,20
173254,61,3457,10108,58400,19
173255,62,3349,10967,43272,23
173256,65,4167,10452,41074,18
173258,63,3427,8054,49056,15
173259,58,3500,3765,30439,19
173260,64,5135,10531,67974,20
173261,60,3747,9061,64672,18
173262,61,3195,8129,37991,17
173263,65,4237,5078,37244,21
173264,61,4096,6851,68733,17
173265,66,3835,7337,48863,19
173268,59,4487,6501,28981,20
173269,66,3838,10901,48041,20
173270,57,4120,10158,55647,19
173274,65,4105,6509,62130,21
173275,63,2740,8229,75237,20
173276,57,4105,8990,45797,18
173278,54,4276,11349,42380,21
173279,61,4030,5517,26634,20
173280,58,4477,9407,71554,15
173281,62,4427,7184,88024,20
173282,65,3421,9613,77798,18
173283,66,5003,7588,43454,18
173286,65,4482,12238,22198,19
173287,62,4676,8707,75636,19
173288,66,3449,10077,84395,24
173289,66,2871,5727,61582,21
173290,64,3157,11646,111979,20
173291,65,3854,7650,45059,20
173292,65,3826,5665,91615,19
173293,65,3363,8101,42909,18
173295,66,4232,8632,46753,16
173296,65,3923,6436,64534,18
173297,66,4524,9393,49725,23
173298,61,3762,9286,52471,17
173299,61,4487,8525,62613,21
173300,62,2977,11570,39727,19
173302,60,3523,8987,80141,22
173303,59,3643,11309,55261,18
173304,55,4072,6767,41237,21
173305,59,3779,6434,49068,20
173309,63,3704,9646,15571,22
173310,65,3864,8979,74269,17
173311,63,4144,7534,45904,23
173312,64,3732,7302,59777,19
173313,61,3593,9885,44043,16
173314,63,3662,4210,37038,19
173318,56,4086,8916,45502,21
173319,64,3303,7486,91656,16
173320,65,2992,4368,68214,15
173321,62,4457,6036,50482,20
173322,65,2832,11021,49173,17
173323,61,3908,6316,76591,19
173324,61,3747,10059,39022,19
173326,64,4126,9511,58846,18
173327,66,3605,8367,55318,18
173328,64,3698,5216,27663,15
173330,62,4040,5388,53094,18
173333,66,4746,9033,34337,21
173336,63,3556,8093,50945,19
173337,59,2923,8082,56981,20
173339,61,4370,12108,46177,22
173341,64,3796,8734,71397,18
173342,60,3897,6376,82039,23
173343,66,3078,5427,53523,21
173345,63,4243,10086,41394,21
173346,60,4815,6947,30652,22
173347,62,4530,8575,77928,20
173349,61,3724,7330,65528,20
173351,59,3812,4618,63822,21
173352,64,3700,8529,77562,19
173353,59,4336,4897,35445,20
173356,62,4595,11217,73400,22
173357,60,3353,10336,65694,20
173358,63,2741,8305,86289,17
173360,59,4219,6250,46205,22
173361,55,3168,11801,56135,21
173363,63,4515,8671,74126,19
173365,64,4030,9121,43065,19
173366,62,4058,4712,55299,20
173367,63,3878,10126,34139,18
173369,63,4042,8639,52733,25
173371,59,4368,6279,67460,19
173372,57,3479,5517,39804,15
173373,59,3255,9272,9272,17
173374,62,4072,6610,80328,21
173376,64,3567,4432,49184,17
173377,65,5244,8272,66260,19
173379,62,3910,8806,59823,19
173380,62,3469,9075,76378,19
173381,63,3724,6562,59704,19
173382,64,4173,14899,43192,19
173386,64,4034,7375,68018,18
173387,63,4039,4255,39202,22
173388,64,4255,6703,49308,17
173389,59,3845,9228,53789,20
173390,62,4790,5479,39903,19
173391,64,3494,8651,56848,19
173394,61,5240,8192,65379,23
173395,62,3220,8261,52445,22
173396,61,3787,10802,44610,15
173398,63,3967,7055,46843,17
173399,64,4477,8029,59359,18
173400,61,3258,7089,62253,19
173402,63,3752,7790,44426,18
173403,59,3341,9585,53572,21
173404,62,3500,5522,72327,19
173405,65,3122,8486,29834,19
173406,59,3159,7374,54780,20
173407,58,2831,11197,40868,22
173408,66,3621,6128,66715,24
173410,61,3722,5861,72308,17
173411,58,4231,11531,42918,19
173412,62,4014,11591,56962,17
173413,65,4198,9341,33728,18
173414,64,4464,7355,83254,16
173417,63,2826,11146,65858,21
173418,64,4357,8635,65122,18
173419,60,3998,9787,36456,22
173420,65,3281,12938,52657,20
173422,57,3078,7179,24181,22
173424,63,3381,9593,52833,19
173425,66,3562,5738,83116,22
173426,63,3482,6601,98448,17
173427,66,3686,6419,29006,20
173428,60,3083,9252,55105,20
173429,63,2491,6776,62102,20
173430,66,4361,10362,74395,19
173431,61,3478,6336,61976,18
173432,56,4140,7919,41100,22
173433,66,3225,7645,65660,20
173434,66,3600,9271,64795,17
173435,63,4118,1940,65359,22
173436,58,3425,6415,45578,21
173439,59,4380,6237,38294,21
173440,63,3857,10252,34125,20
173442,66,4879,8601,73711,20
173443,61,4152,6813,57546,17
173444,66,4144,10003,64831,23
173445,57,4041,9980,9980,21
173446,59,4199,9470,49477,22
173447,65,4047,4305,35270,22
173448,60,3478,4717,47667,20
173449,62,5098,10865,36727,20
173450,59,3971,6052,49403,22
173451,64,4401,9599,32151,19
173452,64,4360,7563,50068,16
173453,65,2632,6136,74441,18
173454,63,3845,8509,54421,18
173456,66,3636,8655,73850,20
173457,63,3139,8818,61889,15
173458,64,2852,8401,37590,20
173459,61,4051,11375,61007,21
173461,62,3612,6246,50974,23
173462,63,4100,3241,44607,19
173464,64,3769,7407,24708,19
173465,63,3627,8284,47659,17
173467,66,4186,9626,67466,16
173469,66,4727,9250,45945,20
173473,62,4075,9025,47652,15
173474,62,3337,9535,62585,22
173475,60,3275,14174,60721,17
173476,62,4559,12346,59601,22
173477,60,3481,10501,66606,19
173478,66,3909,10930,47013,19
173480,62,3750,11242,58781,17
173482,62,3380,7275,30476,17
173483,66,4299,7511,48525,20
173484,64,3497,4909,75847,20
173486,66,3986,7435,79188,18
173487,65,3289,8739,65856,21
173488,63,2862,9464,76537,22
173489,59,3942,7113,25221,22
173491,64,4131,6872,83802,24
173493,65,4189,12209,34638,19
173494,60,3954,4662,26884,17
173495,66,4001,6927,81525,21
173496,64,4237,5759,41684,15
173497,64,4368,5489,52279,19
173500,61,2907,7124,59280,20
173501,64,4108,6925,62333,20
173505,61,3839,6609,69817,18
173506,65,3893,9813,52303,22
173509,60,4338,6721,58164,18
173510,61,4754,9043,47045,22
173511,63,3548,10204,39343,22
173512,61,4177,6169,58617,18
173513,58,3163,8299,78060,15
173514,57,3419,8390,35130,22
173516,65,4048,9749,20111,18
173518,63,3355,13225,28561,21
173519,63,3097,11912,49611,21
173521,66,2230,5186,78556,26
173522,65,3773,4745,78980,21
173523,57,4924,5622,51593,19
173524,65,4884,9450,64089,21
173525,61,3292,7242,40910,22
173526,63,3421,7747,34206,20
173528,57,3353,12316,21399,17
173532,62,4186,6815,34503,19
173533,60,4316,11204,50845,22
173534,65,4050,4328,51639,21
173536,64,3945,9711,56152,18
173537,66,3993,8305,85088,20
173538,58,3177,6419,35473,23
173539,63,3193,9075,45505,21
173540,64,2664,7749,59370,20
173541,59,3226,7308,39350,21
173542,63,4047,8460,36927,20
173543,63,4516,8837,51622,20
173544,64,3482,13320,35475,21
173545,66,3649,6364,50335,21
173546,65,3492,6628,29695,19
173547,64,3670,7632,24661,19
173548,53,3478,4821,46200,18
173549,66,3989,9353,27332,15
173550,63,3245,8111,58287,17
173551,65,4060,9098,58452,18
173552,66,4126,6158,54182,21
173553,66,4570,10271,65853,22
173556,65,3989,6654,46758,20
173557,66,2783,5349,36308,17
173558,59,3599,9590,58003,16
173559,61,3937,5859,48750,17
173560,64,4566,10830,48364,18
173561,64,3622,12003,52115,17
173563,65,2611,10778,69333,20
173564,62,3960,5404,54409,22
173565,63,3845,9124,53720,19
173566,66,2683,7839,70637,16
173567,65,4600,8276,73280,18
173569,63,3973,9417,60127,17
173570,64,3969,5852,73030,17
173571,61,4619,8562,51305,21
173572,64,3569,6769,56344,19
173573,64,3553,4226,57210,21
173574,61,4069,7920,23697,14
173575,61,4302,8967,40673,17
173577,61,3649,4511,36663,17
173578,65,4306,8211,77596,15
173579,54,3847,9051,68197,18
173580,62,4416,10782,47616,19
173581,54,4620,7277,48826,18
173583,61,3937,4450,62442,18
173584,63,3927,9723,60945,22
173585,66,3865,9733,35842,18
173586,61,4069,5649,42655,18
173587,65,4529,9874,51785,21
173588,61,2565,9732,67277,21
173589,58,3081,11319,58581,19
173590,65,3151,9002,52184,20
173591,57,3629,10473,62799,20
173592,66,4263,5561,55251,18
173594,59,3946,10439,30022,20
173595,62,3158,8622,61810,21
173596,62,4081,5190,74067,20
173597,65,4154,8780,72585,20
173598,62,3037,7808,82958,22
173599,66,3710,9558,48843,18
173600,66,4175,8602,44804,16
173601,57,3122,7607,43240,17
173602,64,2966,8602,60910,20
173603,63,4717,10131,57210,21
173604,63,3603,10014,67179,21
173608,62,4812,8696,74031,19
173610,63,3929,5403,51505,16
173611,62,3444,9369,33726,20
173612,65,3865,10886,43729,17
173613,60,4160,10773,62346,20
173614,62,3537,7250,86412,24
173615,54,3977,7859,51452,17
173616,65,3592,11019,62539,19
173617,65,4596,7146,51045,17
173618,59,4223,8189,20101,20
173619,64,4522,10401,30513,15
173621,64,4310,8322,49713,19
173622,66,3717,11870,65504,21
173623,65,4127,7755,62317,19
173624,66,4218,11203,62918,17
173626,66,4694,6057,59093,21
173627,63,4178,10303,75719,20
173628,63,4033,5377,60446,20
173629,66,3601,8671,80213,24
173630,59,4389,5192,62157,23
173632,61,3915,13074,71519,19
173633,61,4847,10094,43792,20
173634,61,4344,6196,74907,19
173635,55,3417,8461,46921,21
173638,59,1899,9543,67658,21
173639,60,3949,8368,35607,22
173640,60,3266,8614,44556,18
173641,61,3484,14775,49929,18
173643,60,4158,7461,44254,22
173644,55,3358,2447,57012,18
173645,57,3942,12430,60716,15
173648,63,3019,8165,57851,18
173649,64,4364,7986,42183,20
173650,64,3917,11027,65850,23
173653,64,3710,8076,55884,19
173654,62,5269,7782,49576,21
173655,62,4724,5873,55571,19
173656,65,2903,9364,41832,23
173657,64,3784,7435,55653,22
173659,65,4506,7404,75953,18
173660,66,3077,4371,65280,20
173661,63,2774,7552,70272,21
173662,61,3494,7115,32648,21
173663,64,4017,7611,43389,17
173664,62,4110,8993,68040,22
173666,55,2869,11176,64456,20
173667,64,3770,10937,10937,21
