custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
6066,26.75,3.86,2.95,1,1,1,2,1,2,5,2,1,2,2,1,1,1,5,0
6067,19.4,16.45,25.01,1,1,2,2,1,1,17,26,1,1,2,2,2,2,12,0
6068,6.67,1.07,2.33,2,2,2,2,2,2,6,2,2,2,1,2,2,1,6,0
6069,19.84,4.28,11.44,2,1,2,1,2,2,7,10,1,2,2,1,1,1,6,0
6070,6.74,2.73,2.55,2,1,1,1,2,2,2,0,2,1,2,1,1,1,18,1
6071,24.15,1.5,3.17,1,1,2,1,2,2,8,5,2,2,3,1,2,1,6,1
6072,9.74,2.88,3.09,2,2,2,2,2,2,0,4,2,2,2,1,2,1,13,0
6073,10.36,1.46,4.53,1,2,2,2,2,1,13,3,1,2,3,2,1,1,20,0
6074,7.09,1.16,1.92,2,1,1,2,2,1,2,1,1,2,2,2,1,1,5,0
6075,3.05,2.02,1.78,2,1,1,2,1,2,14,1,1,1,2,2,2,2,4,0
6076,8.61,2.24,5.51,2,1,1,2,1,2,13,16,2,1,3,1,2,2,15,0
6077,20.1,1,3.43,1,2,1,2,2,1,4,2,1,2,3,1,2,2,5,1
6078,13.76,2.11,3.52,2,2,1,1,1,2,5,5,2,1,3,2,2,2,17,0
6079,12.11,1.92,20.24,2,2,2,1,1,2,27,21,2,1,1,1,1,1,9,0
6080,20.42,5.64,6.02,2,2,1,1,2,2,22,16,2,1,1,2,1,1,20,0
6081,9.01,2.63,1.7,1,2,2,2,1,1,9,20,2,2,3,2,1,1,5,0
6082,12.79,1.66,3.35,1,1,2,1,1,2,2,3,2,1,3,2,2,1,10,1
6083,12.21,0.94,1.73,2,2,1,2,2,2,5,3,2,1,1,2,1,1,15,0
6084,7.32,2.68,1.18,1,1,1,2,1,2,7,3,1,2,1,2,2,1,20,0
6085,12.87,5.02,6.65,1,1,1,2,1,1,5,18,2,2,2,2,2,2,6,1
6086,10.3,2.92,2.24,2,1,1,1,2,2,5,10,1,1,2,1,1,1,19,0
6087,10.51,1.91,2.98,1,1,1,2,1,2,3,9,2,1,1,2,1,1,15,1
6088,22.54,8.91,7.46,2,1,1,1,2,2,11,13,2,2,1,2,1,1,14,0
6089,19.97,3.55,1.57,1,2,1,2,1,1,0,16,2,2,3,1,1,1,8,1
6090,4.46,3.42,1.71,2,1,1,2,2,1,16,31,1,2,2,2,2,2,20,0
6091,6.98,2.56,2.21,1,1,2,1,1,1,14,14,1,2,3,2,1,1,5,0
6092,27.59,5.09,21.45,2,2,2,2,1,2,14,13,1,1,2,2,2,1,9,0
6093,33.62,4.28,8.13,1,2,2,2,1,1,1,2,2,2,3,1,1,1,6,0
6094,20.07,5.72,6.25,1,1,2,1,1,1,12,15,1,2,2,2,1,1,15,0
6095,19.98,3.87,3.21,2,1,2,1,2,2,3,2,2,1,3,2,2,2,13,1
6096,10.11,2.17,2.57,2,1,2,1,2,1,4,10,1,2,3,1,1,1,2,1
6097,10.13,4.14,5.85,2,1,1,1,1,2,13,9,1,1,2,2,1,1,14,0
6098,14.11,2.47,11.47,2,1,2,2,1,1,12,5,2,2,2,1,1,1,7,0
6099,23.33,1,3.73,1,2,2,1,1,1,0,2,2,1,1,1,1,1,12,0
6100,22.16,7.38,3.01,2,2,1,1,1,2,7,1,2,1,3,2,2,2,9,0
6101,10.63,0.81,2.88,2,2,2,2,1,2,1,2,2,2,1,1,1,1,15,0
6102,20.34,3.42,6.1,2,2,2,2,1,1,3,12,1,1,3,2,2,2,3,1
6103,12.58,3.24,11.92,1,1,1,2,1,1,7,24,2,2,2,1,2,2,17,0
6104,18.12,3.12,3.62,2,1,1,1,2,1,3,19,2,1,2,2,2,2,6,0
6105,23.23,2.49,4.03,2,1,1,2,2,1,1,3,1,2,2,2,1,1,2,0
6106,21.16,3.31,6.31,1,2,2,1,1,1,2,5,2,1,2,2,2,2,17,0
6107,6.87,2.03,4.53,2,2,2,2,2,2,19,26,1,2,1,1,1,1,15,0
6108,8.21,0.34,1.53,2,2,2,1,2,2,10,3,2,2,2,1,2,1,20,0
6109,14.82,2.96,2.02,2,1,2,1,2,1,2,5,2,1,3,1,1,1,12,0
6110,9.08,2.25,5.93,2,1,1,2,1,1,19,12,2,1,1,1,2,1,8,0
6111,23.49,3.28,2.48,2,1,2,1,2,2,4,2,2,2,1,1,1,1,18,0
6112,12.11,1.77,4.32,2,2,1,2,1,1,14,8,1,1,3,2,1,1,10,0
6113,7.33,2.23,1.01,1,1,1,1,1,1,6,10,1,1,3,2,1,1,11,0
6114,10.07,1.48,2.77,1,2,1,2,2,1,7,9,1,1,1,2,2,1,3,0
6115,9.96,1.88,3.69,2,1,1,2,2,2,15,1,2,1,1,1,2,1,7,1
6116,17.68,1.7,8.54,2,1,2,2,2,1,12,1,2,2,3,1,1,1,12,0
6117,16.79,5.77,8.53,2,2,1,2,2,1,22,9,1,2,3,1,2,1,17,0
6118,8.55,0.93,1.32,1,2,2,1,2,2,0,19,1,1,2,2,1,1,16,0
6119,3.13,2.89,2.4,1,2,1,2,2,2,7,22,2,1,2,1,1,1,2,0
6120,6.07,1.26,1.07,1,1,2,2,1,2,9,0,1,2,3,2,1,1,11,0
6121,19.86,3.89,4.45,1,1,1,1,2,1,8,6,1,1,2,2,1,1,17,0
6122,9.55,2.09,2.79,2,2,2,1,2,2,5,7,1,2,2,1,2,1,4,0
6123,5.38,1.33,1.76,1,1,1,1,1,2,4,8,1,2,1,2,2,1,11,0
6124,4.54,3.74,2.53,2,2,1,1,2,2,18,22,2,1,1,2,1,1,13,0
6125,10.7,1.61,2.35,2,2,1,2,1,1,3,6,1,1,1,1,1,1,12,0
6126,8.22,1.93,2.87,1,1,1,2,2,1,6,13,1,1,3,2,1,1,1,0
6127,9.42,1.51,4.66,2,1,2,1,1,2,10,10,1,1,2,1,1,1,8,0
6128,11.85,3.54,2.89,2,1,2,2,2,1,3,10,2,2,1,2,1,1,11,0
6129,9.74,4.63,16.92,2,1,2,1,2,1,32,15,2,1,3,2,1,1,14,0
6130,26.17,3.62,4.46,1,2,2,2,2,1,5,4,1,1,1,1,2,2,4,0
6131,12.44,3.09,2.83,1,1,1,1,2,1,7,10,1,1,3,2,2,1,4,1
6132,17.22,2.2,2.4,2,1,1,2,2,1,2,4,1,2,1,1,2,1,13,1
6133,18.18,0.47,4.16,2,1,2,2,2,1,2,13,1,1,3,1,2,2,4,1
6134,10.04,0.87,3.05,1,1,2,2,2,1,9,9,1,2,3,2,2,1,16,0
6135,11.98,3.78,2.39,2,1,2,1,1,1,2,17,2,1,3,1,1,1,18,0
6136,18.09,4.89,6.99,2,1,1,1,2,1,16,0,2,1,1,2,1,1,18,0
6137,1.77,1.45,1.24,2,1,1,1,2,1,9,8,1,2,3,1,2,2,7,0
6138,16.09,4.63,6.4,1,2,1,2,1,2,6,5,1,1,2,2,1,1,18,1
6139,11.4,3.41,5.39,2,1,2,1,2,1,19,23,2,2,3,2,1,1,3,0
6140,17.83,3.07,1.58,2,2,2,2,1,1,3,0,1,1,1,1,2,2,6,1
6141,10.47,3.62,2.71,2,1,2,1,1,2,16,9,2,2,3,2,1,1,1,0
6142,8.58,0.52,2.14,1,1,1,2,2,1,10,3,1,2,2,2,2,2,9,0
6143,22.47,4.57,11.41,2,2,2,1,2,1,13,10,2,1,2,1,2,2,5,0
6144,29.51,2.91,5.61,1,2,2,1,2,2,4,3,1,1,2,1,2,2,7,1
6145,8.4,3.12,1.49,1,1,1,1,1,2,13,19,2,2,3,1,1,1,9,0
6146,12.37,3.24,2.67,2,1,2,2,1,1,11,24,1,1,3,2,1,1,1,0
6147,15.64,2.18,6.32,1,1,2,1,2,2,10,9,2,2,1,2,1,1,16,0
6148,18.74,4.22,18.62,1,2,2,1,2,2,10,19,1,2,3,1,1,1,10,0
6149,23.09,2.56,6.11,1,2,1,1,1,1,4,12,1,1,3,2,2,2,15,0
6150,27.69,7.61,18.98,1,1,1,2,1,1,12,12,2,2,2,2,2,1,12,0
6151,5.7,0.34,0.97,2,1,1,2,2,1,1,5,1,1,1,1,2,2,6,1
6152,13.97,1.25,3.72,2,2,2,1,2,2,1,2,1,2,1,1,2,1,12,1
6153,21.64,8.1,6.27,2,2,1,1,1,2,13,3,1,1,1,2,1,1,17,0
6154,10.7,2.76,4.78,1,2,2,1,1,2,17,23,2,1,3,2,2,1,2,0
6155,7.58,1.92,1.98,2,2,1,2,2,1,22,22,2,1,1,1,2,1,10,0
6156,7.27,1.36,2.12,2,1,2,1,2,1,9,1,2,1,1,2,2,2,4,0
6157,5.84,2.38,1.87,2,2,1,2,2,1,8,1,2,1,1,2,2,2,15,0
6158,8.25,9.71,11.48,1,2,1,1,1,2,14,17,1,1,2,1,2,1,4,0
6159,3.88,1.39,2.21,2,2,2,2,1,2,3,3,1,1,1,2,1,1,11,1
6160,16.13,7.01,4.8,2,2,1,1,1,1,15,18,2,1,2,1,1,1,17,0
6161,7.91,0.68,2.14,1,2,2,2,2,1,11,5,2,1,3,2,2,1,20,0
6162,7.24,3.48,1.53,2,1,2,1,1,1,9,12,1,2,2,2,2,2,14,0
6163,7.42,1.88,4.26,1,1,1,1,2,1,23,11,2,2,2,2,2,1,3,0
6164,1.36,3.03,1.14,2,1,2,2,1,1,12,9,1,2,1,2,2,1,6,0
6165,14.44,6.94,4.96,2,1,2,2,1,2,7,3,1,1,2,1,1,1,13,1
6166,17.64,7.25,5.57,2,2,2,1,2,2,15,11,1,2,2,2,2,2,7,0
6167,10.6,3.14,3.49,1,2,1,1,2,1,13,19,1,1,3,1,2,2,1,0
6168,4.38,0.66,1.03,1,1,2,2,1,1,10,27,2,2,2,1,2,1,12,0
6169,20.44,3.67,7.44,2,2,2,1,1,2,6,4,1,1,2,1,1,1,12,1
6170,8.89,5.35,6.66,1,2,1,1,1,2,18,34,2,1,3,1,1,1,19,0
6171,13.62,3.82,2.1,2,1,2,2,1,1,1,0,1,2,2,1,2,2,3,1
6172,6.21,0.19,1.43,2,2,1,1,1,1,2,1,2,1,2,1,2,2,20,0
6173,18.27,0.93,12.87,1,1,1,2,1,1,23,2,1,2,2,2,2,1,9,0
6174,13.81,2.99,3.61,1,2,1,1,1,1,4,5,2,1,1,2,1,1,2,1
6175,29.36,8.17,1.17,1,2,2,1,2,2,9,1,1,2,3,2,2,1,12,1
6176,14.62,1.14,3.05,2,1,1,2,2,1,1,0,2,1,3,1,1,1,14,0
6177,7.02,2.36,1.82,1,1,2,2,2,2,8,1,2,1,2,2,1,1,8,1
6178,9.98,2,5.82,2,2,2,2,1,2,23,4,1,1,2,2,2,1,10,0
6179,8.84,1.08,4.54,2,2,1,1,2,2,3,2,2,2,2,1,2,1,19,0
6180,13.6,0.56,2.25,2,1,1,1,1,1,6,18,1,2,2,2,2,1,20,0
6181,9.36,2.78,1.8,1,2,2,2,1,2,3,9,1,2,2,2,1,1,13,0
6182,6.54,1.61,1.11,1,2,2,2,1,1,9,4,2,2,2,1,2,2,2,0
6183,13.47,2.6,2.44,2,2,2,1,2,1,9,2,2,2,1,2,2,1,19,0
6184,38.79,9.78,11.94,1,1,1,2,1,1,16,15,2,1,2,1,2,1,13,0
6185,33.62,5.12,4.03,2,1,2,2,2,1,1,2,1,1,2,2,1,1,19,0
6186,9.55,1.94,1.75,2,1,1,2,2,1,9,3,2,2,2,1,2,2,8,0
6187,11.83,3.21,3.82,1,2,1,2,2,1,8,5,1,1,2,2,2,1,6,0
6188,19.48,4.4,7.71,1,2,1,2,2,2,17,0,1,1,2,1,2,2,14,0
6189,9.47,2.32,2.18,2,1,1,2,2,2,9,9,2,2,3,2,2,2,7,0
6190,9.63,0.97,3,1,1,1,1,1,2,4,6,1,2,3,2,1,1,1,1
6191,16.99,6.11,1.11,2,1,2,2,2,1,11,2,1,1,3,2,2,1,9,1
6192,12.01,2.99,2.13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,17,1
6193,17.41,1.66,4.96,2,1,1,1,1,1,8,10,1,1,2,2,2,1,7,0
6194,12.66,0.77,2.47,2,2,2,1,1,1,8,2,1,1,2,2,2,2,6,0
6195,16.14,2.74,2.16,2,1,1,2,1,1,2,1,1,2,3,1,2,2,1,1
6196,8.24,1.73,3.42,1,2,1,1,2,1,10,16,2,2,2,1,2,1,15,0
6197,8.72,0.62,3.08,2,2,1,2,2,1,2,1,1,1,1,1,2,2,5,1
6198,15.03,5.58,2.45,1,1,1,1,1,2,6,1,1,1,2,2,1,1,14,1
6199,10.17,3.27,2.43,1,1,2,2,1,1,2,10,2,1,3,2,2,1,2,0
6200,29.75,7.22,5.69,1,2,1,1,2,1,4,4,1,1,2,2,1,1,4,1
6201,8.18,3.59,2.69,1,2,2,2,1,1,4,17,1,1,2,1,2,1,9,0
6202,17.34,8.17,6.78,1,2,2,1,2,1,24,13,1,2,2,1,1,1,5,0
6203,9.86,4.45,3.38,2,1,1,1,2,2,12,5,2,2,3,1,1,1,9,0
6204,5.32,3.29,2.25,1,2,2,1,2,1,9,13,1,2,2,1,1,1,15,0
6205,27.34,4.06,5.8,2,1,2,1,1,2,3,5,1,2,2,1,2,2,13,1
6206,13.6,2.8,8.61,2,1,2,1,2,1,27,9,2,1,2,2,1,1,9,0
6207,28.4,2.62,2.85,1,1,1,2,2,1,1,3,1,2,2,1,2,2,4,1
6208,8.17,2.43,2.74,1,2,2,1,2,2,4,14,2,1,3,2,1,1,16,0
6209,10.75,3.37,1.86,2,2,1,1,2,2,8,2,1,1,1,2,2,2,14,0
6210,3.4,3.2,2.33,2,1,1,1,2,2,7,5,1,2,2,1,2,1,7,0
6211,20.15,2.55,3.54,2,2,2,2,2,1,4,14,1,2,1,2,1,1,5,1
6212,18.18,2.18,3.52,1,2,1,1,1,1,10,23,2,2,2,1,2,1,18,0
6213,18.65,3.86,8.98,2,2,2,1,1,2,4,16,2,2,1,1,2,2,12,1
6214,3.12,2.52,3.73,2,2,1,2,2,1,17,1,1,1,1,1,2,2,2,0
6215,14.21,2.62,2.7,1,1,1,2,2,1,10,15,1,1,2,1,2,2,19,0
6216,6.65,2.03,3.47,2,1,1,2,2,2,21,15,1,2,3,1,1,1,20,0
6217,8.93,1.71,2.39,2,1,2,1,2,1,1,4,2,1,1,1,2,2,2,1
6218,7.5,1.97,0.8,1,2,2,2,2,2,6,7,1,2,2,2,1,1,5,1
6219,15.33,1.86,1.64,2,1,1,2,2,2,4,4,1,2,3,1,1,1,10,1
6220,15.52,6.75,5.48,1,1,2,2,1,1,7,17,2,2,1,1,1,1,14,0
6221,8.83,2.99,2.82,1,2,1,1,2,1,1,1,1,2,1,2,1,1,13,0
6222,8.08,2.8,2.98,1,2,2,1,1,2,2,20,1,2,2,2,1,1,14,0
6223,11.57,6.48,7.57,1,1,1,2,1,1,31,15,1,1,3,1,1,1,2,0
6224,11.69,2.34,4.17,1,1,2,2,2,1,18,8,2,1,3,1,2,2,10,0
6225,7.87,3.74,1.43,2,2,1,1,1,1,6,4,2,1,1,1,1,1,12,0
6226,7.49,5.07,5.45,1,1,2,1,1,2,15,8,1,2,2,2,1,1,3,0
6227,15.59,5.04,2.61,2,1,2,2,1,2,11,13,1,1,2,1,1,1,11,0
6228,7.2,2.91,2.23,2,1,2,2,2,1,3,13,2,1,2,2,2,1,19,0
6229,24.34,1.73,4.6,1,1,2,2,2,1,2,6,1,2,3,1,2,2,18,0
6230,20.56,5.18,2.5,1,2,1,1,2,2,7,6,1,2,1,1,1,1,19,0
6231,9.52,4.63,4.09,2,2,1,2,1,1,7,12,1,2,3,1,1,1,16,0
6232,16.54,8.44,10.5,2,1,2,1,2,1,19,27,2,2,2,1,1,1,12,0
6233,24.98,14.68,17.49,1,2,1,1,2,2,32,9,2,2,3,2,1,1,6,0
6234,10.43,4.14,1.64,2,2,1,2,2,1,2,1,2,1,2,1,2,2,17,1
6235,6.19,2.19,3.95,1,2,2,1,2,1,13,9,1,2,3,2,1,1,10,0
6236,14.08,5.16,8.19,1,1,1,2,2,2,25,15,1,1,1,1,1,1,7,0
6237,13.49,3.27,2.88,1,1,2,1,1,1,1,8,1,1,3,1,2,2,2,1
6238,33.81,3.1,10.19,2,2,1,2,1,1,8,11,2,2,2,1,1,1,17,0
6239,9.25,1.95,2.6,2,1,2,1,1,1,6,2,1,2,1,1,2,2,7,0
6240,13.52,1.78,3.91,1,1,1,1,1,2,8,18,1,1,2,1,2,2,14,0
6241,7.4,1.51,2.34,2,1,1,2,2,1,2,16,1,1,3,2,2,1,13,0
6242,8.07,2.86,1.46,2,2,2,1,2,2,17,32,2,1,3,1,1,1,6,0
6243,16.05,4.73,1.99,1,2,2,1,2,1,7,5,2,1,2,2,2,1,8,0
6244,5.62,2.9,2.02,2,1,2,2,1,2,5,7,1,2,3,2,1,1,19,0
6245,14.49,5.94,4.71,2,1,2,1,2,2,29,26,1,1,3,2,1,1,6,0
6246,7.68,3.28,1.69,2,1,1,2,2,1,0,2,1,1,2,2,1,1,15,0
6247,8.65,2.54,3.77,1,1,1,1,1,2,11,6,2,2,1,2,2,1,20,0
6248,8.08,3.75,2.77,1,1,2,2,1,1,7,6,2,1,1,2,1,1,14,0
6249,3.46,1.43,0.42,1,1,2,1,1,1,12,18,2,2,1,2,1,1,10,0
6250,23.41,4.01,3.42,2,2,2,1,1,1,5,7,1,2,2,1,2,1,10,0
6251,8.04,1.22,2.16,1,1,1,1,1,1,6,7,1,2,3,2,1,1,19,1
6252,18.46,1.64,2.23,2,1,1,1,1,1,5,10,2,1,3,2,2,2,15,0
6253,9.33,1.54,3.25,1,1,1,2,2,2,13,10,2,1,2,1,2,1,9,0
6254,9.78,0.91,2.33,2,1,2,2,2,2,2,0,2,2,1,1,2,1,2,1
6255,36.05,3.23,10.17,1,2,2,2,1,2,12,2,1,2,2,2,1,1,10,0
6256,2.62,1.82,2.86,2,2,2,2,2,1,15,5,2,2,3,2,2,1,4,0
6257,6.91,1.97,2.34,1,2,1,1,2,1,13,10,1,1,1,1,2,2,6,0
6258,11.2,2.17,6.38,1,2,1,2,2,2,17,11,1,1,1,2,2,2,1,0
6259,15.25,0.93,4.65,1,2,2,1,2,2,5,5,1,2,2,1,1,1,3,0
6260,16.39,3.04,6.82,2,1,1,1,2,1,12,9,1,1,3,2,2,2,11,0
6261,8.12,2.21,2.42,1,1,2,2,1,2,2,3,2,1,1,1,1,1,16,0
6262,4.45,0.65,1.14,2,2,1,2,1,1,1,13,1,1,3,2,2,2,9,1
6263,5.21,1.19,2.73,1,2,2,2,2,2,7,9,1,1,2,2,2,1,16,0
6264,9.21,2.5,1.64,2,1,2,2,1,1,11,13,1,1,2,1,1,1,13,0
6265,14.87,7.7,4.39,1,1,2,1,2,2,16,1,2,2,3,1,1,1,12,0
6266,9.46,4.02,3.44,1,2,1,1,2,1,25,11,1,1,1,1,1,1,11,0
6267,14.08,3.26,12.08,1,1,1,1,1,1,21,14,2,1,2,2,1,1,17,0
6268,5.3,1.63,1.82,2,2,2,1,1,2,1,12,1,2,1,2,2,2,20,0
6269,9.75,1.49,2.65,2,1,1,1,2,2,8,14,2,1,3,2,1,1,11,0
6270,14.28,3.56,6.43,2,2,2,1,1,1,11,5,1,2,2,1,1,1,3,0
6271,7.48,3.39,2.31,1,1,1,1,1,2,3,5,2,1,2,1,2,1,4,0
6272,14.1,3.11,2.87,2,2,2,2,2,1,1,7,1,2,2,1,2,2,3,0
6273,2.4,0.33,1.65,2,1,1,1,2,2,7,2,1,1,3,2,2,1,17,0
6274,15.39,2.8,2.46,1,1,2,2,1,1,1,6,1,2,1,2,2,2,13,1
6275,5.69,3.17,0.44,1,1,2,1,2,1,4,4,1,1,1,2,1,1,4,0
6276,7.56,2.19,5.25,1,2,2,2,2,2,31,8,1,2,2,1,2,2,13,0
6277,14.83,0.91,5.44,1,1,1,2,2,2,8,1,1,2,2,2,2,1,5,0
6278,6.39,1.13,0.72,2,1,2,2,1,1,6,9,2,2,1,1,2,2,18,1
6279,11.93,3.34,6.03,2,2,1,2,2,2,9,9,2,1,1,1,1,1,8,0
6280,3.1,0.41,1.46,1,2,1,2,2,1,18,5,2,2,3,1,1,1,13,0
6281,27.32,2.49,8.15,1,1,2,1,2,1,7,3,2,2,2,1,2,2,15,1
6282,13.42,2.53,2.64,2,2,1,1,2,1,5,1,1,2,1,1,2,1,20,1
6283,12.44,3.21,4.06,2,2,2,2,1,2,2,18,1,1,2,2,2,1,3,0
6284,10.03,0.59,2.76,1,1,1,1,1,2,1,1,2,2,1,1,1,1,8,0
6285,13.34,2.98,6.5,1,1,1,2,1,2,19,10,2,2,2,2,1,1,9,0
6286,17.55,1.94,6.57,1,1,2,2,1,1,7,6,1,1,1,1,1,1,8,1
6287,9.37,1.73,2.55,1,2,2,1,2,2,2,5,1,2,2,2,1,1,13,0
6288,12.68,3.05,1.08,1,1,1,2,1,2,10,2,1,1,1,2,1,1,15,1
6289,13.07,2.72,6.55,2,1,1,1,1,1,13,13,1,1,1,2,2,1,4,0
6290,14.67,1.01,3.03,1,2,1,1,1,2,5,2,1,2,1,1,1,1,11,0
6291,8.61,2.57,2.9,1,2,2,2,1,2,0,6,1,1,2,2,2,2,17,0
6292,10.56,11.1,9.75,1,2,2,1,2,1,31,9,2,1,3,1,2,2,10,0
6293,30.19,4.05,5.9,1,2,2,2,2,1,1,27,1,2,3,1,1,1,20,1
6294,8.87,1.47,1.28,1,1,1,1,1,2,0,2,1,2,2,1,2,1,3,0
6295,13.76,2.56,7.51,2,1,1,1,2,2,6,1,1,2,3,1,2,1,9,0
6296,6.71,0.94,1.78,2,1,2,2,2,1,7,16,2,1,1,1,2,1,7,1
6297,13.16,1.04,3.48,2,2,2,1,2,1,7,5,1,2,3,1,1,1,2,0
6298,7.7,0.83,2.63,2,1,2,1,2,2,16,3,1,2,2,1,1,1,18,0
6299,8.98,4.06,5.65,1,2,1,1,1,2,20,23,2,1,2,1,1,1,15,0
6300,16.85,5.27,3.89,1,2,2,1,1,2,12,14,2,2,2,1,2,1,9,0
6301,13.56,12.83,6.38,2,2,2,1,1,2,18,13,2,1,2,1,1,1,3,0
6302,19.6,1.84,5.84,1,2,1,2,2,2,11,7,2,2,3,2,2,2,9,0
6303,9.05,1.75,3.15,1,2,1,1,1,1,16,14,1,2,1,1,1,1,9,0
6304,7.59,3.98,1.26,1,2,2,1,2,1,16,14,1,1,1,2,1,1,17,0
6305,21.73,4.73,3.83,2,1,2,1,2,2,2,0,2,1,3,2,1,1,6,1
6306,12.01,0.76,2.55,2,2,2,1,1,1,5,5,1,2,1,1,2,2,17,0
6307,35.55,5.83,17.98,2,1,1,1,2,1,20,10,2,2,2,2,1,1,14,0
6308,6.94,0.31,1.8,1,2,2,1,2,2,13,11,1,1,1,1,2,2,12,0
6309,25.73,3.37,4.36,1,2,2,1,1,1,3,5,1,2,2,1,1,1,11,1
6310,21.87,3.4,3.13,2,1,1,1,1,2,1,13,2,2,3,1,1,1,15,0
6311,6.29,0.72,0.37,1,2,1,1,1,1,1,2,2,2,1,1,2,1,4,0
6312,9.3,0.3,1.77,1,1,1,1,1,2,5,1,2,2,2,1,1,1,15,0
6313,13.45,6.44,3.68,1,2,1,1,1,1,25,15,1,2,2,1,2,2,17,0
6314,18.36,3.6,4.76,2,1,2,2,1,2,6,10,2,2,1,2,1,1,10,0
6315,13.07,3.99,5.7,1,2,1,2,2,2,23,16,2,1,1,1,1,1,17,0
6316,9.02,3.57,3.44,1,2,1,1,1,2,9,6,2,2,1,2,1,1,7,1
6317,21.14,3.58,3.95,2,2,1,2,2,2,13,6,2,1,1,2,1,1,7,1
6318,8.43,3.2,6.19,2,2,2,2,1,1,24,20,2,2,2,2,1,1,13,0
6319,6.15,2.21,4.79,1,1,2,2,2,1,7,9,1,1,3,1,2,1,2,0
6320,3.33,1.2,0.6,2,2,1,1,2,1,0,21,2,1,3,1,1,1,10,0
6321,6.83,1.66,1.74,2,2,2,2,1,2,22,3,2,2,2,2,1,1,5,0
6322,5.71,3.27,2.63,2,1,2,1,1,1,17,21,2,1,2,2,1,1,6,0
6323,14.61,1.31,3.65,2,2,2,1,2,1,3,7,1,1,3,1,2,1,16,0
6324,11.59,2.42,3.89,2,2,2,2,1,2,8,7,2,2,3,1,1,1,15,0
6325,22.21,2.83,4.08,1,2,2,2,2,1,1,2,1,1,3,2,2,1,4,1
6326,20.21,4.72,5.13,2,2,2,1,1,2,0,2,2,1,1,1,2,2,20,0
6327,8.56,0.97,5.02,2,1,1,2,1,1,9,26,2,1,1,2,1,1,5,0
6328,18.76,2.48,9.84,2,1,1,1,2,2,25,21,1,2,1,1,1,1,7,0
6329,19.11,3.39,8.07,1,1,1,2,2,2,13,8,1,2,1,2,1,1,5,0
6330,18.87,0.59,5.7,2,2,1,1,1,1,3,1,1,2,1,1,2,1,11,0
6331,6.19,2.11,1.11,1,2,2,2,1,2,4,16,1,2,1,2,2,2,14,0
6332,13.78,2.87,3,2,2,2,2,1,1,2,11,1,2,3,1,2,2,8,0
6333,7.61,3.27,1.47,2,1,2,1,2,2,3,7,2,1,3,1,1,1,20,0
6334,15.55,1.67,4.22,1,2,1,2,1,1,8,4,1,2,2,1,1,1,7,0
6335,6.7,2.61,1.77,1,1,2,2,2,1,8,1,2,1,2,2,2,1,8,0
6336,28.56,6.64,6.79,1,2,1,1,1,1,6,8,2,2,2,2,2,1,14,0
6337,16.27,3.98,3.22,1,1,2,2,1,1,10,5,2,2,1,1,2,1,11,0
6338,16.58,4.33,5.33,2,2,2,1,1,2,13,2,2,2,3,2,2,2,3,0
6339,18.72,2.38,4.27,2,2,2,2,1,2,1,9,1,2,1,2,2,1,7,1
6340,4.57,0.7,2.66,2,1,1,2,1,2,23,6,2,2,1,2,2,1,16,0
6341,8.35,1.55,1.81,2,2,1,1,1,2,7,2,2,2,3,1,2,1,12,0
6342,8.59,4.32,3.46,1,2,1,1,1,1,18,3,1,1,2,2,2,2,2,0
6343,5.35,3.24,2.2,1,1,1,1,2,1,8,23,2,2,1,2,1,1,3,0
6344,17.84,4.08,5.94,1,1,1,2,2,2,20,6,1,1,1,2,2,2,14,0
6345,7.94,2.28,0.91,1,2,2,1,1,2,1,1,1,1,1,1,2,1,13,1
6346,10.9,1.64,2.12,2,2,2,2,1,2,0,2,1,1,1,2,2,2,2,0
6347,5.56,1.69,2.86,2,2,1,2,2,2,13,15,1,1,1,1,2,1,12,0
6348,12.2,2.98,3.01,1,2,1,1,2,1,4,3,1,2,3,1,2,1,13,0
6349,11.63,1.97,2.45,2,2,2,2,1,1,1,3,2,1,2,2,2,1,5,1
6350,10.34,2.21,3.39,2,2,2,2,2,2,19,3,1,1,1,1,1,1,13,0
6351,17.14,0.71,3.38,1,1,2,2,2,1,2,11,1,1,1,2,2,2,12,1
6352,14.23,2.78,2.38,2,1,1,1,1,2,1,13,1,2,1,2,1,1,14,0
6353,13.03,5.55,5.15,1,1,2,2,1,2,16,19,1,2,1,2,1,1,2,1
6354,8.3,0.59,2.34,1,2,2,1,2,2,4,19,1,1,1,2,1,1,15,0
6355,11.26,2.35,2.83,1,2,1,1,1,1,3,3,1,2,2,2,1,1,3,0
6356,18.03,3.47,2.59,1,1,2,1,2,1,2,4,1,2,1,1,2,2,1,1
6357,7.2,1.8,2.29,2,1,2,2,2,1,9,1,2,2,2,1,2,2,1,0
6358,3.72,1.95,2.08,2,2,2,2,1,1,16,13,1,2,1,2,1,1,11,0
6359,3.46,2.47,2.95,2,1,1,2,2,2,18,6,2,2,1,1,2,2,8,0
6360,13.11,3.39,7.39,1,2,2,1,2,2,11,21,2,1,3,1,1,1,13,0
6361,4.84,1,0.8,2,2,2,1,1,2,9,11,2,2,2,2,1,1,12,0
