customer_id,age,gender,annual_value_eur,recency_days,visit_frequency,distance_km,customer_vintage_months,campaign_response
CUST_104846,43,Male,809,185,9,6.1,33,1
CUST_104847,57,Female,1073,291,6,4.3,111,0
CUST_104848,26,Male,763,328,11,2.7,102,1
CUST_104849,72,Male,1278,92,10,4.7,77,1
CUST_104850,22,Male,1737,259,5,5.2,26,1
CUST_104851,73,Male,1014,322,7,5.4,14,0
CUST_104852,49,Female,1915,206,11,5.0,109,1
CUST_104853,37,Male,1722,52,8,5.4,88,1
CUST_104854,67,Female,2217,349,9,2.6,48,1
CUST_104855,28,Male,1406,181,9,3.7,65,1
CUST_104856,32,Female,1169,303,10,5.4,46,1
CUST_104857,49,Female,407,3,11,6.1,109,1
CUST_104858,45,Male,809,84,3,3.6,55,0
CUST_104859,39,Female,1096,214,13,3.0,94,1
CUST_104860,58,Male,1155,34,8,5.8,74,1
CUST_104861,34,Female,2374,50,1,1.9,74,1
CUST_104862,43,Female,1097,289,7,0.3,92,0
CUST_104863,61,Female,316,329,12,3.9,68,1
CUST_104864,24,Male,1532,259,5,1.6,78,0
CUST_104865,59,Female,1503,258,13,3.2,12,1
CUST_104866,74,Male,971,272,13,2.5,54,1
CUST_104867,43,Female,2264,182,2,6.3,64,1
CUST_104868,42,Female,252,33,2,2.8,102,1
CUST_104869,27,Female,1825,265,8,5.2,47,1
CUST_104870,62,Female,1054,313,5,5.5,37,0
CUST_104871,36,Female,725,40,14,3.8,74,1
CUST_104872,28,Female,2400,308,12,0.8,41,1
CUST_104873,30,Male,1568,210,11,5.7,27,1
CUST_104874,70,Male,1051,272,3,0.8,42,0
CUST_104875,25,Male,1041,136,1,1.0,76,0
CUST_104876,57,Female,1338,87,11,1.7,86,1
CUST_104877,21,Male,969,60,7,2.4,68,1
CUST_104878,64,Female,1850,164,11,6.8,29,1
CUST_104879,48,Male,1244,3,12,5.5,36,1
CUST_104880,45,Male,1709,15,3,3.2,109,1
CUST_104881,28,Female,1304,102,7,7.8,57,0
CUST_104882,60,Female,1635,255,12,2.1,78,1
CUST_104883,18,Male,1873,225,2,5.0,12,0
CUST_104884,66,Male,2040,210,4,6.8,45,0
CUST_104885,64,Male,1445,23,2,6.5,20,1
CUST_104886,69,Male,767,235,4,0.9,45,0
CUST_104887,55,Female,1114,131,5,5.6,23,0
CUST_104888,41,Male,1187,158,14,2.2,62,1
CUST_104889,71,Female,913,173,8,3.0,86,1
CUST_104890,74,Female,830,17,2,4.0,34,1
CUST_104891,64,Male,1287,314,10,6.4,21,0
CUST_104892,48,Female,708,185,3,1.5,51,0
CUST_104893,58,Male,611,334,10,1.0,9,1
CUST_104894,63,Female,353,184,12,1.4,74,1
CUST_104895,67,Female,1440,143,13,1.9,113,1
CUST_104896,43,Male,1371,44,5,0.7,10,1
CUST_104897,66,Female,1038,12,11,7.4,52,1
CUST_104898,67,Female,1697,8,12,2.7,45,1
CUST_104899,22,Male,701,80,12,1.6,52,1
CUST_104900,37,Female,1390,297,9,5.2,30,0
CUST_104901,69,Female,1227,162,10,6.3,64,1
CUST_104902,58,Male,830,302,11,6.1,97,1
CUST_104903,28,Male,954,216,5,5.8,2,0
CUST_104904,73,Female,915,248,14,0.6,49,1
CUST_104905,71,Female,1326,29,9,6.3,96,0
CUST_104906,50,Female,1497,272,4,4.1,45,0
CUST_104907,67,Male,987,133,10,5.3,17,0
CUST_104908,55,Female,844,5,5,7.7,28,1
CUST_104909,44,Female,1269,244,9,6.5,45,1
CUST_104910,51,Female,374,30,4,6.6,17,0
CUST_104911,32,Female,1217,117,5,1.6,115,1
CUST_104912,49,Female,1981,178,5,3.9,59,0
CUST_104913,38,Female,848,261,4,7.6,14,0
CUST_104914,63,Male,1112,235,4,4.7,116,0
CUST_104915,22,Male,1712,141,11,1.0,10,1
CUST_104916,23,Female,1577,305,5,5.9,98,1
CUST_104917,55,Female,1231,345,12,0.5,78,1
CUST_104918,39,Male,1171,50,6,6.0,81,1
CUST_104919,35,Male,582,270,7,7.1,101,0
CUST_104920,31,Male,1446,108,6,3.5,86,0
CUST_104921,27,Female,528,46,1,3.4,18,1
CUST_104922,63,Female,167,82,2,2.6,35,0
CUST_104923,30,Female,1704,126,7,7.0,48,1
CUST_104924,48,Female,1393,84,14,4.5,58,1
CUST_104925,47,Male,1640,290,3,4.7,115,0
CUST_104926,20,Male,832,71,12,5.4,18,1
CUST_104927,47,Male,1433,175,10,2.5,52,1
CUST_104928,23,Male,980,316,11,3.6,30,1
CUST_104929,46,Female,1036,330,13,6.0,37,1
CUST_104930,25,Female,1687,337,2,7.9,40,0
CUST_104931,61,Male,1125,354,6,0.5,6,1
CUST_104932,62,Male,852,91,11,0.5,79,1
CUST_104933,60,Male,517,351,4,3.5,35,1
CUST_104934,61,Male,1380,249,12,5.3,26,1
CUST_104935,50,Male,1730,132,11,3.2,105,1
CUST_104936,34,Female,808,169,5,8.0,91,0
CUST_104937,65,Female,1544,60,6,1.7,30,1
CUST_104938,28,Male,729,337,3,0.3,75,1
CUST_104939,30,Male,1575,241,1,1.7,116,1
CUST_104940,67,Male,1216,190,3,7.1,24,0
CUST_104941,28,Female,1334,340,3,1.3,55,0
CUST_104942,48,Female,851,281,6,3.9,78,1
CUST_104943,45,Female,1379,232,4,3.5,87,1
CUST_104944,61,Male,901,289,7,5.4,9,1
CUST_104945,23,Female,993,275,13,0.6,106,1
CUST_104946,58,Male,441,313,11,5.3,62,0
CUST_104947,33,Female,814,15,2,3.0,111,1
CUST_104948,21,Female,937,41,12,7.4,18,1
CUST_104949,52,Female,1356,208,4,6.8,117,1
CUST_104950,65,Male,1498,60,8,3.3,51,1
CUST_104951,73,Male,896,240,11,7.9,103,1
CUST_104952,43,Female,1118,96,6,0.6,19,1
CUST_104953,74,Male,2043,278,10,6.4,69,0
CUST_104954,29,Male,1266,160,3,3.6,117,1
CUST_104955,28,Male,932,282,10,3.6,82,1
CUST_104956,54,Male,360,209,12,1.5,33,0
CUST_104957,42,Male,773,133,2,4.2,108,1
CUST_104958,35,Male,754,97,3,0.9,38,1
CUST_104959,36,Male,2189,219,1,5.0,13,1
CUST_104960,40,Female,776,71,1,2.1,49,0
CUST_104961,72,Male,1226,274,2,5.9,73,0
CUST_104962,55,Male,1385,351,14,4.9,90,1
CUST_104963,71,Female,1753,134,3,6.0,53,0
CUST_104964,35,Female,1204,66,13,6.0,1,1
CUST_104965,43,Female,945,127,9,1.7,12,1
CUST_104966,23,Female,912,205,8,0.2,24,1
CUST_104967,21,Male,1378,298,12,3.1,1,1
CUST_104968,61,Female,858,117,11,7.4,68,1
CUST_104969,68,Female,648,267,11,4.7,7,1
CUST_104970,46,Male,945,282,9,5.9,116,0
CUST_104971,51,Male,538,149,7,7.1,92,1
CUST_104972,34,Male,2125,194,7,7.3,101,1
CUST_104973,60,Female,1498,168,5,4.3,119,1
CUST_104974,60,Male,2010,312,7,4.4,116,1
CUST_104975,70,Female,1443,179,4,6.8,69,1
CUST_104976,33,Male,1962,148,5,6.5,39,1
CUST_104977,19,Male,1384,57,12,5.7,32,1
CUST_104978,51,Female,1563,5,1,4.9,49,1
CUST_104979,72,Male,133,14,11,5.0,31,0
CUST_104980,25,Male,743,280,4,3.0,108,0
CUST_104981,30,Male,1218,324,3,6.8,79,0
CUST_104982,59,Male,1231,304,2,5.0,3,0
CUST_104983,25,Male,1162,216,2,1.9,113,1
CUST_104984,47,Female,1426,175,8,2.1,110,1
CUST_104985,49,Female,1447,316,1,6.9,47,0
CUST_104986,53,Male,1633,3,8,5.1,111,0
CUST_104987,64,Female,1534,137,9,3.3,15,1
CUST_104988,47,Female,1802,100,6,1.7,51,1
CUST_104989,18,Female,1806,83,1,5.0,107,1
CUST_104990,60,Male,1287,280,10,1.6,82,1
CUST_104991,56,Male,2241,132,12,3.9,85,1
CUST_104992,34,Male,1880,1,7,5.5,74,1
CUST_104993,37,Female,797,116,5,4.6,21,1
CUST_104994,41,Female,1396,202,9,7.4,90,0
CUST_104995,67,Male,279,140,7,0.5,41,0
CUST_104996,39,Male,363,146,5,2.4,3,0
CUST_104997,46,Female,950,266,13,0.6,1,0
CUST_104998,39,Female,762,202,2,1.7,21,1
CUST_104999,61,Male,953,152,14,1.2,75,0
CUST_105000,26,Female,1364,222,4,5.9,80,1
CUST_105001,54,Female,1813,79,2,3.1,99,1
CUST_105002,27,Female,1786,200,9,7.4,21,1
CUST_105003,53,Female,1407,250,2,0.4,105,1
CUST_105004,54,Female,656,99,2,5.3,75,1
CUST_105005,45,Female,921,213,2,7.8,95,1
CUST_105006,45,Female,1519,143,1,1.6,49,0
CUST_105007,59,Male,787,190,9,3.7,65,0
CUST_105008,60,Male,567,301,8,5.7,41,0
CUST_105009,38,Female,1446,52,2,5.1,96,1
CUST_105010,41,Female,1176,112,2,4.6,67,0
CUST_105011,59,Female,1095,135,5,2.7,96,1
CUST_105012,57,Male,1755,112,12,5.9,42,1
CUST_105013,19,Male,1744,13,13,5.3,69,1
CUST_105014,72,Female,2091,273,14,1.5,57,1
CUST_105015,25,Male,874,233,12,7.7,43,0
CUST_105016,65,Female,1415,44,14,4.5,101,1
CUST_105017,44,Female,1210,73,4,4.3,12,1
CUST_105018,39,Female,1369,261,2,6.8,78,0
CUST_105019,54,Female,633,231,8,5.2,64,0
CUST_105020,44,Female,499,33,8,0.8,108,0
CUST_105021,74,Female,1180,68,13,4.2,51,1
CUST_105022,46,Female,779,16,4,6.3,73,1
CUST_105023,20,Male,1669,150,14,5.7,60,1
CUST_105024,61,Female,450,292,4,7.8,71,1
CUST_105025,30,Male,491,102,9,0.4,80,1
CUST_105026,62,Female,992,186,4,2.2,28,1
CUST_105027,27,Female,431,25,10,4.5,71,1
CUST_105028,53,Male,2038,72,11,5.0,14,1
CUST_105029,26,Male,1109,81,9,2.3,32,0
CUST_105030,71,Female,899,61,3,6.6,8,1
CUST_105031,73,Male,1434,18,2,1.5,27,1
CUST_105032,72,Female,1642,242,11,0.2,117,1
CUST_105033,44,Female,1303,58,8,7.6,50,1
CUST_105034,51,Male,1166,332,12,3.3,59,0
CUST_105035,68,Male,708,57,3,7.7,57,0
CUST_105036,18,Male,1515,97,13,2.4,3,1
CUST_105037,49,Male,1908,215,2,0.7,27,1
CUST_105038,42,Female,1090,319,13,6.2,94,1
CUST_105039,46,Male,776,12,11,6.7,34,1
CUST_105040,24,Male,1291,11,8,4.0,26,1
CUST_105041,66,Male,1201,163,8,0.8,101,1
CUST_105042,20,Male,592,283,5,5.3,40,0
CUST_105043,37,Male,949,217,9,1.6,115,1
CUST_105044,37,Female,2094,360,11,6.8,86,0
CUST_105045,70,Female,526,323,6,2.3,32,0
CUST_105046,47,Male,855,241,5,6.8,41,0
CUST_105047,52,Male,726,345,12,3.5,2,1
CUST_105048,52,Female,770,45,3,4.9,111,1
CUST_105049,66,Male,977,81,7,6.4,72,1
CUST_105050,56,Female,1424,255,14,0.5,106,1
CUST_105051,44,Female,1854,67,9,6.6,7,1
CUST_105052,43,Male,1302,102,4,1.3,19,0
CUST_105053,31,Female,858,91,11,3.0,33,1
CUST_105054,34,Male,1970,42,7,3.9,118,1
CUST_105055,35,Male,166,276,12,7.2,2,0
CUST_105056,62,Female,1537,304,3,0.4,67,1
CUST_105057,69,Female,687,274,11,4.6,92,1
CUST_105058,46,Male,1175,77,2,5.2,78,0
CUST_105059,37,Female,1482,234,13,2.7,15,1
CUST_105060,70,Male,397,202,11,2.5,21,1
CUST_105061,44,Female,1271,221,1,4.0,78,0
CUST_105062,35,Female,1309,262,6,1.7,59,1
CUST_105063,21,Male,1931,39,5,3.9,104,1
CUST_105064,18,Male,2558,11,2,6.2,82,1
CUST_105065,67,Male,424,112,13,6.8,118,1
CUST_105066,18,Female,1909,108,13,3.2,113,1
CUST_105067,43,Male,1181,94,3,5.0,39,0
CUST_105068,62,Male,796,311,9,0.2,20,0
CUST_105069,37,Female,1385,84,3,4.5,1,1
CUST_105070,69,Female,549,58,7,7.8,73,1
CUST_105071,40,Male,579,293,1,2.6,9,0
CUST_105072,27,Male,332,16,7,4.8,107,1
CUST_105073,28,Male,1473,326,9,6.1,51,0
CUST_105074,58,Male,1364,93,12,4.9,38,1
CUST_105075,58,Female,793,165,11,3.5,103,1
CUST_105076,22,Female,1962,215,8,1.4,93,1
CUST_105077,18,Male,869,144,7,3.8,15,0
CUST_105078,34,Male,1841,274,10,2.5,84,1
CUST_105079,39,Male,1261,138,14,5.6,102,1
CUST_105080,51,Female,862,204,8,3.6,41,0
CUST_105081,73,Male,1143,302,13,6.8,94,1
CUST_105082,62,Male,573,210,4,1.7,47,0
CUST_105083,58,Female,1308,19,2,3.5,26,1
CUST_105084,46,Female,1215,294,14,4.5,54,1
CUST_105085,21,Male,1464,293,14,1.2,119,1
CUST_105086,22,Male,1640,301,11,4.8,70,1
CUST_105087,28,Female,1258,162,9,2.5,39,0
CUST_105088,73,Male,462,130,3,2.0,17,0
CUST_105089,68,Male,1666,44,14,1.3,70,1
CUST_105090,38,Female,1207,353,11,2.9,92,1
CUST_105091,52,Female,253,83,4,7.4,9,1
CUST_105092,29,Female,1355,124,7,0.4,91,1
CUST_105093,43,Male,1393,27,2,6.8,99,0
CUST_105094,68,Female,1021,304,14,3.3,46,1
CUST_105095,36,Female,1101,350,8,4.6,6,1
CUST_105096,62,Male,902,7,12,4.2,68,1
CUST_105097,24,Male,1408,341,10,7.4,16,1
CUST_105098,64,Female,1270,199,8,6.2,87,1
CUST_105099,72,Female,746,112,12,7.9,112,1
CUST_105100,24,Male,2009,89,5,6.4,87,1
CUST_105101,43,Male,867,128,9,2.5,29,1
CUST_105102,57,Female,100,230,8,7.7,41,0
CUST_105103,22,Female,965,18,1,7.9,68,1
CUST_105104,38,Male,1715,289,9,1.2,62,1
CUST_105105,31,Female,1097,161,13,7.2,104,1
CUST_105106,21,Male,383,352,14,5.4,40,0
CUST_105107,40,Female,686,281,14,7.4,62,1
CUST_105108,59,Male,660,166,5,7.3,24,0
CUST_105109,37,Male,912,260,9,7.2,6,0
CUST_105110,32,Female,1069,364,9,7.1,40,0
CUST_105111,67,Female,1447,190,10,1.1,70,1
CUST_105112,69,Male,1264,338,10,1.3,58,1
CUST_105113,62,Female,1288,266,3,1.1,14,0
CUST_105114,46,Female,2090,291,8,0.9,78,1
CUST_105115,25,Female,1630,355,7,3.0,114,1
CUST_105116,58,Male,1586,360,7,5.5,45,0
CUST_105117,65,Female,293,279,12,3.0,111,0
CUST_105118,36,Female,824,217,10,5.8,99,1
CUST_105119,65,Male,401,321,2,6.6,6,0
CUST_105120,56,Female,815,338,2,5.4,23,0
CUST_105121,63,Female,1597,207,2,3.8,62,1
CUST_105122,45,Male,1004,153,13,2.5,84,1
CUST_105123,63,Male,1736,181,11,1.2,17,0
CUST_105124,74,Female,1547,212,2,4.1,84,1
CUST_105125,44,Female,1225,273,14,5.8,112,1
CUST_105126,21,Male,1748,203,4,4.5,70,1
CUST_105127,32,Male,1882,205,7,5.8,104,1
CUST_105128,52,Female,1427,153,2,2.8,28,1
CUST_105129,54,Female,1315,170,5,0.7,13,1
CUST_105130,18,Female,1517,241,14,6.2,29,0
CUST_105131,20,Male,497,287,7,1.9,45,1
CUST_105132,64,Female,1141,245,9,5.0,20,0
CUST_105133,41,Male,1188,321,8,6.5,58,0
CUST_105134,44,Male,1016,80,9,1.3,81,1
CUST_105135,57,Male,805,92,7,4.9,117,1
CUST_105136,53,Female,1699,149,3,5.6,119,1
CUST_105137,51,Female,1285,30,1,6.0,54,0
CUST_105138,46,Female,1330,123,10,1.4,99,1
CUST_105139,41,Male,1912,326,7,6.6,109,0
CUST_105140,41,Female,1102,29,13,0.9,103,1
CUST_105141,59,Male,1006,259,11,4.3,64,1
CUST_105142,21,Male,1881,186,6,3.7,52,1
CUST_105143,20,Male,455,75,2,1.9,101,0
CUST_105144,51,Male,1226,45,1,2.6,43,0
CUST_105145,74,Male,831,69,12,1.5,87,1
CUST_105146,66,Male,1346,210,10,3.5,18,1
CUST_105147,40,Female,1486,239,4,0.5,100,0
CUST_105148,70,Male,1514,340,14,7.1,84,1
CUST_105149,73,Female,1713,308,4,1.5,54,1
CUST_105150,69,Male,1074,192,6,7.1,60,0
CUST_105151,40,Female,1105,103,11,6.9,71,1
CUST_105152,62,Female,1463,241,5,3.7,100,1
CUST_105153,22,Female,1644,253,9,4.1,106,0
CUST_105154,48,Female,550,220,8,2.6,1,1
CUST_105155,70,Male,1357,336,9,8.0,113,1
CUST_105156,58,Male,1002,217,10,5.4,37,0
CUST_105157,74,Male,1244,202,7,7.6,49,1
CUST_105158,74,Male,1022,29,9,3.4,35,0
CUST_105159,71,Female,839,212,3,7.1,105,0
CUST_105160,23,Female,691,154,9,3.7,67,1
CUST_105161,54,Female,1124,231,2,7.0,35,0
CUST_105162,74,Male,1379,102,9,1.2,93,1
CUST_105163,27,Female,898,315,13,5.2,9,1
CUST_105164,57,Male,1795,177,6,5.5,37,0
CUST_105165,24,Female,2429,181,4,5.3,60,1
CUST_105166,56,Female,1407,232,12,3.7,56,1
CUST_105167,55,Female,1179,12,14,5.5,106,1
CUST_105168,38,Female,744,186,12,2.1,111,1
CUST_105169,37,Female,1385,249,13,4.8,89,1
CUST_105170,20,Male,1939,266,11,4.5,12,1
CUST_105171,68,Female,2174,135,2,2.7,102,1
CUST_105172,39,Male,1898,245,13,6.3,71,1
CUST_105173,64,Male,1622,31,10,0.8,71,1
CUST_105174,21,Male,1405,347,3,1.5,119,1
CUST_105175,45,Male,676,259,5,3.9,4,1
CUST_105176,29,Male,1150,104,9,7.2,61,0
CUST_105177,55,Male,1092,1,7,4.7,45,1
CUST_105178,68,Male,1153,207,11,6.8,111,0
CUST_105179,53,Male,840,135,12,4.2,95,1
CUST_105180,64,Female,1579,271,13,6.3,50,1
CUST_105181,58,Female,1063,89,11,2.7,50,1
CUST_105182,22,Male,1022,195,3,6.6,103,0
CUST_105183,30,Male,842,122,13,3.3,74,1
CUST_105184,40,Male,1316,116,4,4.6,48,1
CUST_105185,67,Female,1948,196,14,1.6,23,1
CUST_105186,47,Female,1195,36,12,7.4,90,1
CUST_105187,54,Male,1341,67,11,5.7,87,1
CUST_105188,42,Male,2168,133,2,6.9,93,0
CUST_105189,65,Female,1802,281,14,1.8,8,1
CUST_105190,44,Female,1494,11,8,0.7,83,1
CUST_105191,68,Male,1473,218,6,2.8,29,0
CUST_105192,31,Male,898,322,3,4.2,43,0
CUST_105193,74,Male,850,156,13,6.5,53,1
CUST_105194,65,Male,1271,240,5,3.3,6,0
CUST_105195,64,Female,1283,60,5,2.3,93,1
CUST_105196,71,Female,775,138,12,3.1,24,1
CUST_105197,53,Male,1552,50,1,5.7,74,1
CUST_105198,56,Male,1061,167,13,2.8,115,1
CUST_105199,33,Male,1764,165,5,7.8,14,1
CUST_105200,73,Female,1172,319,6,1.6,52,0
CUST_105201,39,Male,1128,189,10,6.1,70,0
CUST_105202,38,Male,731,92,10,4.8,4,1
CUST_105203,71,Male,786,294,11,2.0,58,1
CUST_105204,38,Female,1859,289,11,6.1,116,1
CUST_105205,25,Male,1334,75,11,3.7,79,1
CUST_105206,66,Female,1395,45,13,5.5,37,1
CUST_105207,33,Male,2000,53,2,5.4,48,1
CUST_105208,72,Male,541,175,3,1.1,39,0
CUST_105209,48,Male,1536,161,10,6.8,92,1
CUST_105210,59,Female,406,67,5,5.5,66,0
CUST_105211,27,Male,981,361,14,6.3,13,0
CUST_105212,49,Male,627,270,13,3.7,66,0
CUST_105213,51,Female,1629,124,3,1.7,60,1
CUST_105214,26,Female,255,182,5,2.7,41,0
CUST_105215,34,Female,1085,182,5,7.2,32,0
CUST_105216,28,Male,621,36,8,7.5,52,0
CUST_105217,49,Female,773,212,10,4.0,5,0
CUST_105218,27,Male,850,134,9,2.5,67,1
CUST_105219,39,Female,1860,353,8,5.9,66,1
CUST_105220,74,Female,1032,178,12,6.2,78,1
CUST_105221,34,Female,2064,166,3,6.6,104,1
CUST_105222,21,Male,2168,337,1,0.4,52,0
CUST_105223,65,Male,2257,329,14,0.3,108,1
CUST_105224,69,Male,1171,327,3,3.0,49,0
CUST_105225,64,Male,1305,46,1,1.4,29,0
CUST_105226,42,Male,1389,156,13,6.5,112,1
CUST_105227,38,Male,1016,236,11,4.4,38,1
CUST_105228,54,Male,1412,316,9,6.6,70,1
CUST_105229,55,Male,732,60,12,1.6,114,1
CUST_105230,66,Male,262,5,13,5.1,98,1
CUST_105231,18,Female,1557,181,3,4.7,8,0
CUST_105232,42,Female,1025,145,14,2.9,59,1
CUST_105233,68,Male,712,315,8,4.2,55,0
CUST_105234,53,Male,775,265,6,4.8,110,1
CUST_105235,34,Male,1958,223,3,7.1,2,1
CUST_105236,58,Male,1432,301,9,0.6,26,1
CUST_105237,41,Female,439,336,8,6.6,63,1
CUST_105238,19,Female,607,237,3,7.8,17,0
CUST_105239,57,Male,1054,13,7,5.9,59,1
CUST_105240,32,Female,1438,339,5,6.0,88,1
CUST_105241,49,Female,803,268,2,1.9,95,0
CUST_105242,56,Male,1114,266,14,4.3,16,1
CUST_105243,23,Male,1257,16,8,5.7,58,0
CUST_105244,18,Male,1268,92,1,4.9,64,0
CUST_105245,64,Male,100,248,4,3.2,50,0
CUST_105246,40,Female,1311,19,11,7.5,85,1
CUST_105247,56,Male,334,360,13,4.2,102,0
CUST_105248,74,Female,1057,103,11,7.8,26,0
CUST_105249,34,Male,949,95,12,4.6,17,0
CUST_105250,51,Female,661,283,13,6.4,114,1
CUST_105251,58,Male,1622,213,4,6.0,46,1
CUST_105252,46,Male,638,37,13,5.4,106,1
CUST_105253,26,Female,939,61,10,0.3,68,1
CUST_105254,30,Female,1639,291,14,0.8,50,1
CUST_105255,23,Female,924,362,5,4.7,43,0
CUST_105256,23,Male,821,303,4,7.3,118,0
CUST_105257,37,Female,1066,244,1,4.9,48,1
CUST_105258,69,Female,1470,311,14,2.0,68,0
CUST_105259,70,Female,1923,344,7,2.7,19,0
CUST_105260,20,Female,732,351,10,5.1,102,1
CUST_105261,34,Female,772,6,11,4.9,25,1
CUST_105262,66,Female,1062,306,2,7.7,72,0
CUST_105263,29,Female,1315,165,10,4.3,18,1
CUST_105264,65,Female,815,13,3,3.0,51,1
CUST_105265,64,Female,1544,25,5,4.3,18,1
CUST_105266,62,Male,741,224,8,6.3,112,0
CUST_105267,72,Male,250,123,10,4.4,58,1
CUST_105268,18,Female,1466,129,8,2.7,64,1
CUST_105269,34,Male,1524,305,14,2.8,71,1
CUST_105270,20,Male,1722,122,2,6.1,57,0
CUST_105271,43,Female,204,35,9,0.7,17,1
CUST_105272,32,Female,867,83,6,2.3,59,1
CUST_105273,53,Female,1074,309,9,1.4,67,1
CUST_105274,49,Female,2078,182,14,7.6,86,1
CUST_105275,49,Female,1120,76,4,0.9,15,1
CUST_105276,21,Female,527,104,3,6.1,95,1
CUST_105277,35,Male,1348,232,14,5.1,100,1
CUST_105278,66,Female,1855,303,14,5.1,26,0
CUST_105279,36,Male,1748,43,5,6.2,48,0
CUST_105280,60,Female,1481,93,5,3.3,14,1
CUST_105281,69,Female,1331,144,4,3.3,81,0
CUST_105282,52,Male,100,254,13,2.5,9,0
CUST_105283,57,Female,1213,78,7,4.9,7,0
CUST_105284,31,Female,1289,263,8,7.5,110,1
CUST_105285,50,Male,1120,70,5,7.4,91,0
CUST_105286,31,Female,1554,149,9,5.7,92,1
CUST_105287,51,Male,1112,292,7,7.3,55,0
CUST_105288,72,Female,1016,214,13,7.7,12,1
CUST_105289,21,Female,1719,360,13,6.4,17,1
CUST_105290,41,Male,993,310,7,3.4,73,1
CUST_105291,46,Female,1232,147,8,4.0,108,1
CUST_105292,36,Male,1649,25,12,7.5,108,1
CUST_105293,23,Male,695,323,4,5.4,8,0
CUST_105294,74,Male,640,109,10,6.6,91,1
CUST_105295,50,Female,1879,181,13,1.1,42,1
CUST_105296,66,Female,904,251,13,1.7,76,1
CUST_105297,57,Male,1546,203,6,2.9,37,1
CUST_105298,36,Female,312,304,5,1.7,20,0
CUST_105299,70,Female,100,170,1,7.3,1,0
CUST_105300,18,Female,1382,175,14,1.9,9,1
CUST_105301,22,Male,1136,347,13,4.5,111,1
CUST_105302,44,Female,1387,170,9,0.9,24,1
CUST_105303,33,Male,2137,2,2,1.4,34,1
CUST_105304,23,Female,581,134,6,2.1,36,1
CUST_105305,57,Female,1219,127,8,7.9,4,1
CUST_105306,30,Male,1939,46,3,6.4,29,1
CUST_105307,65,Female,654,194,5,5.5,87,0
CUST_105308,52,Male,908,362,14,7.3,99,1
CUST_105309,36,Female,316,209,7,7.7,16,0
CUST_105310,29,Male,2319,296,4,3.7,8,1
CUST_105311,33,Female,100,58,14,2.8,91,1
CUST_105312,60,Female,1599,78,12,2.7,39,1
CUST_105313,27,Female,540,202,5,0.5,58,1
CUST_105314,42,Male,675,289,1,2.4,12,0
CUST_105315,37,Male,1732,62,4,3.0,44,1
CUST_105316,48,Male,829,268,14,0.5,4,1
CUST_105317,21,Female,1526,126,14,7.1,111,1
CUST_105318,61,Male,1890,49,7,6.8,25,1
CUST_105319,40,Male,1300,88,12,2.2,70,1
CUST_105320,19,Male,1645,334,10,6.5,67,1
CUST_105321,73,Male,1240,261,7,6.4,39,1
CUST_105322,39,Male,1264,179,10,2.8,118,1
CUST_105323,68,Male,883,69,10,5.6,24,0
CUST_105324,74,Male,2164,60,4,2.5,85,1
CUST_105325,54,Male,1571,302,12,0.7,6,1
CUST_105326,25,Male,1461,249,6,4.1,97,1
CUST_105327,24,Male,1585,169,13,3.6,72,1
CUST_105328,31,Female,861,269,5,1.3,33,1
CUST_105329,73,Female,1665,364,1,4.0,48,0
CUST_105330,72,Male,1978,112,8,7.6,67,1
CUST_105331,20,Female,510,100,12,5.9,2,1
CUST_105332,67,Female,1471,215,7,6.0,38,0
CUST_105333,33,Male,1231,113,5,6.1,40,1
CUST_105334,72,Male,940,97,13,6.0,56,1
CUST_105335,36,Male,653,307,10,0.4,103,1
CUST_105336,68,Female,1726,118,10,7.4,103,1
CUST_105337,35,Male,1304,36,7,6.7,88,1
CUST_105338,69,Female,1096,337,10,2.3,21,0
CUST_105339,33,Male,1471,359,3,4.5,115,0
CUST_105340,25,Female,1136,290,8,5.0,82,0
CUST_105341,50,Female,848,304,5,1.2,35,0
CUST_105342,66,Male,1264,360,2,2.2,75,1
CUST_105343,29,Male,1186,347,2,0.4,75,1
CUST_105344,70,Female,313,124,4,6.9,67,0
CUST_105345,28,Female,885,40,7,0.4,60,1
CUST_105346,22,Male,568,141,14,2.7,23,1
CUST_105347,44,Male,374,26,10,0.8,65,1
CUST_105348,29,Female,1434,142,4,6.3,63,0
CUST_105349,34,Male,866,352,9,7.4,23,0
CUST_105350,23,Female,1721,336,2,4.6,86,1
CUST_105351,50,Male,286,57,6,1.3,42,0
CUST_105352,22,Male,1051,150,4,4.6,94,0
CUST_105353,74,Male,892,205,6,6.2,64,0
CUST_105354,45,Female,411,76,10,5.8,66,1
CUST_105355,31,Male,1203,285,9,6.0,81,0
CUST_105356,22,Female,455,210,10,2.4,41,1
CUST_105357,71,Male,1311,258,12,0.8,114,0
CUST_105358,73,Female,1560,259,9,1.4,20,1
CUST_105359,50,Female,1334,184,9,7.7,9,1
CUST_105360,67,Male,1397,328,9,5.0,57,1
CUST_105361,65,Female,1716,11,3,5.9,75,0
CUST_105362,58,Female,1187,160,12,7.2,17,1
CUST_105363,36,Female,787,260,11,6.9,78,1
CUST_105364,39,Female,896,88,14,1.9,82,1
CUST_105365,22,Male,906,184,9,0.7,18,1
CUST_105366,19,Male,678,16,3,7.4,108,1
CUST_105367,47,Male,1592,244,10,7.9,114,1
CUST_105368,64,Female,1463,86,3,4.6,63,1
